organization,source_row_number,groundtruth_time,groundtruth_tactic,groundtruth_technique,Unnamed: 0,normalized_id,source_log_type,event_kind,event_action,event_time_epoch,event_time_iso,source,entity_id,entity_type,source_entity_id,target_entity_id,process_pid,process_ppid,process_tgid,process_name,process_exe,process_command_line,user_uid,user_euid,group_gid,group_egid,file_path,file_subtype,file_permissions,file_mode,src_ip,dst_ip,src_port,dst_port,local_address,local_port,remote_address,remote_port,protocol_name,protocol_number,network_direction,flow_duration,duration,rate,srate,drate,header_length,total_size,total_sum,packet_number,iat,tcp_fin,tcp_syn,tcp_rst,tcp_psh,tcp_ack,tcp_urg,tcp_ece,tcp_cwr,ack_count,syn_count,fin_count,urg_count,rst_count,protocol_http,protocol_https,protocol_dns,protocol_tcp,protocol_udp,protocol_icmp,label,sub_label,sub_label_cat
org_1,114268,1701563744.0,discovery,find local users,3649117,3a0650af7798974443ec523fcc046a5a,network,network_flow,flow_observed,1701563744.048718,2023-12-03T00:35:44.048718Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,1274.079792022705,64.0,12.138172268981725,12.138172268981725,0.0,1164512.0,82.0,626.0,9.0,0.0021369457244873,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10249.0,15465.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,114269,1701563744.0,discovery,find local users,3649149,8f69b137e5673d2c167c0dd883af8274,network,network_flow,flow_observed,1701563745.740023,2023-12-03T00:35:45.740023Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.66.128,57044.0,502.0,,,,,TCP,6.0,internal,0.0098288059234619,64.0,915.6758277744088,915.6758277744088,0.0,658.0,66.0,1482.0,0.0,1701563745.740023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,114270,1701563744.0,discovery,find local users,3649157,e912358276d2c6f5b27138e7c45676bc,network,network_flow,flow_observed,1701563745.747138,2023-12-03T00:35:45.747138Z,,,,,,,,,,,,,,,,,,,,172.16.66.128,172.16.64.128,502.0,57044.0,,,,,TCP,6.0,internal,0.0169439315795898,64.0,1003.30905611527,1003.30905611527,0.0,1234.0,66.0,576.0,8.0,0.0003371238708496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,51076,1701545137.0,exfiltration,compress staged directory,2793649,5dd3c095bbd366d688fe5824ae681433,network,network_flow,flow_observed,1701545137.1796,2023-12-02T19:25:37.179600Z,,,,,,,,,,,,,,,,,,,,172.16.66.128,172.16.64.128,502.0,37124.0,,,,,TCP,6.0,internal,0.0048599243164062,64.0,1028.822605965463,1028.822605965463,0.0,370.0,74.0,436.0,6.0,0.0004329681396484,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,51077,1701545137.0,exfiltration,compress staged directory,2793702,b3ead339ac394d7f9577da1927206892,network,network_flow,flow_observed,1701545138.242104,2023-12-02T19:25:38.242104Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,1355.018042087555,64.0,12.137845762305556,12.137845762305556,0.0,1238282.0,84.0,1252.0,18.0,0.1449480056762695,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10893.0,16447.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,51078,1701545137.0,exfiltration,compress staged directory,2793706,b53e9837c92dc18424bc3178b2164089,network,network_flow,flow_observed,1701545138.247473,2023-12-02T19:25:38.247473Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,1355.0234110355375,64.0,12.140749647585643,12.140749647585643,0.0,1238586.0,66.0,143.0,2.0,0.0003221035003662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10896.0,16451.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,258590,1701623585.0,lateral movement,start sandcat,5767204,cd050cd2060b44e0c92c06ab4bdfefbf,network,network_flow,flow_observed,1701623585.369885,2023-12-03T17:13:05.369885Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,2346.500710964203,64.0,12.156399470375089,12.156399470375089,0.0,2147718.0,66.0,1426.0,19.0,0.0003650188446044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18882.0,28525.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,258591,1701623585.0,lateral movement,start sandcat,5767210,3c093612060e4e27b4420ce56589fa5a,network,network_flow,flow_observed,1701623585.536936,2023-12-03T17:13:05.536936Z,,,,,,,,,,,,,,,,,,,,172.16.66.128,172.16.64.128,502.0,38268.0,,,,,TCP,6.0,internal,0.00474214553833,64.0,1054.375062845651,1054.375062845651,0.0,370.0,74.0,370.0,5.0,0.0003740787506103,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,258592,1701623585.0,lateral movement,start sandcat,5767274,db54e998f3392029be19a88b470ce248,network,network_flow,flow_observed,1701623586.874538,2023-12-03T17:13:06.874538Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,2348.0053639411926,64.0,12.156275466121498,12.156275466121498,0.0,2149072.0,66.0,705.0,8.0,0.0003659725189208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18894.0,28543.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,151734,1701591524.0,persistence,create a new user in linux,4628027,81b1c51cfdcaf649566e9cbfd28b7039,network,network_flow,flow_observed,1701591524.469695,2023-12-03T08:18:44.469695Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,2309.7826640605927,64.0,12.134907944423256,12.134907944423256,0.0,2110578.0,84.0,904.0,12.0,0.4932971000671386,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18573.0,28029.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,151735,1701591524.0,persistence,create a new user in linux,4628029,d1556e7c75d0923692659280f3793827,network,network_flow,flow_observed,1701591524.485163,2023-12-03T08:18:44.485163Z,,,,,,,,,,,,,,,,,,,,172.16.63.128,172.16.64.128,52053.0,1883.0,,,,,TCP,6.0,internal,2309.798131942749,64.0,12.135692557870152,12.135692557870152,0.0,2110739.0,77.0,1065.0,14.0,0.0133280754089355,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18575.0,28031.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
org_1,151736,1701591524.0,persistence,create a new user in linux,4628034,2c2d11be091fc52940f8d47f2ba79fd5,network,network_flow,flow_observed,1701591524.619089,2023-12-03T08:18:44.619089Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.66.128,36372.0,502.0,,,,,TCP,6.0,internal,0.0021238327026367,64.0,941.6937584193984,941.6937584193984,0.0,148.0,74.0,1422.0,19.0,0.0021238327026367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0
